image_path,label
train_images/1250.jpg,42
train_images/3883.jpg,193
train_images/687.jpg,23
train_images/1453.jpg,49
train_images/2358.jpg,85
train_images/150.jpg,5
train_images/1963.jpg,69
train_images/3782.jpg,179
train_images/1754.jpg,60
train_images/1642.jpg,56
train_images/586.jpg,20
train_images/335.jpg,12
train_images/1922.jpg,67
train_images/1866.jpg,65
train_images/2332.jpg,84
train_images/2011.jpg,70
train_images/3837.jpg,186
train_images/1145.jpg,38
train_images/608.jpg,21
train_images/3885.jpg,193
train_images/3110.jpg,124
train_images/497.jpg,17
train_images/2379.jpg,86
train_images/3453.jpg,147
train_images/971.jpg,33
train_images/2169.jpg,77
train_images/1959.jpg,68
train_images/3843.jpg,187
train_images/167.jpg,6
train_images/2404.jpg,87
train_images/1761.jpg,61
train_images/901.jpg,30
train_images/3917.jpg,199
train_images/2642.jpg,99
train_images/941.jpg,31
train_images/2163.jpg,77
train_images/900.jpg,30
train_images/2555.jpg,94
train_images/1774.jpg,61
train_images/1338.jpg,45
train_images/3297.jpg,136
train_images/3437.jpg,146
train_images/3005.jpg,118
train_images/2041.jpg,72
train_images/419.jpg,14
train_images/2912.jpg,113
train_images/1709.jpg,59
train_images/2818.jpg,108
train_images/3140.jpg,126
train_images/6.jpg,1
train_images/3926.jpg,200
train_images/3799.jpg,181
train_images/3669.jpg,166
train_images/1558.jpg,53
train_images/3831.jpg,185
train_images/2652.jpg,99
train_images/654.jpg,22
train_images/1791.jpg,62
train_images/1140.jpg,38
train_images/1442.jpg,49
train_images/482.jpg,16
train_images/1433.jpg,48
train_images/462.jpg,16
train_images/688.jpg,23
train_images/3723.jpg,172
train_images/440.jpg,15
train_images/3783.jpg,179
train_images/3123.jpg,125
train_images/2116.jpg,75
train_images/3359.jpg,140
train_images/3525.jpg,153
train_images/3244.jpg,133
train_images/1745.jpg,60
train_images/2735.jpg,103
train_images/258.jpg,9
train_images/2901.jpg,112
train_images/3127.jpg,125
train_images/3162.jpg,127
train_images/1419.jpg,48
train_images/3215.jpg,131
train_images/2561.jpg,95
train_images/358.jpg,13
train_images/3422.jpg,145
train_images/192.jpg,7
train_images/2060.jpg,72
train_images/3338.jpg,139
train_images/2689.jpg,101
train_images/2198.jpg,78
train_images/2425.jpg,88
train_images/2679.jpg,100
train_images/323.jpg,11
train_images/2720.jpg,103
train_images/1246.jpg,42
train_images/1639.jpg,56
train_images/966.jpg,32
train_images/278.jpg,10
train_images/1052.jpg,35
train_images/1468.jpg,50
train_images/301.jpg,11
train_images/3701.jpg,169
train_images/1015.jpg,34
train_images/2339.jpg,84
train_images/3774.jpg,178
train_images/1422.jpg,48
train_images/1929.jpg,67
train_images/3572.jpg,157
train_images/3374.jpg,142
train_images/2138.jpg,76
train_images/1333.jpg,45
train_images/1699.jpg,58
train_images/1835.jpg,63
train_images/2522.jpg,93
train_images/2203.jpg,78
train_images/1545.jpg,52
train_images/2662.jpg,100
train_images/2541.jpg,94
train_images/68.jpg,2
train_images/91.jpg,3
train_images/2093.jpg,74
train_images/2870.jpg,110
train_images/1524.jpg,52
train_images/3364.jpg,141
train_images/1858.jpg,64
train_images/1887.jpg,65
train_images/1983.jpg,69
train_images/866.jpg,29
train_images/2644.jpg,99
train_images/2117.jpg,75
train_images/1801.jpg,62
train_images/3036.jpg,120
train_images/1371.jpg,46
train_images/2615.jpg,97
train_images/2390.jpg,87
train_images/2309.jpg,83
train_images/3849.jpg,187
train_images/1649.jpg,56
train_images/2922.jpg,113
train_images/1676.jpg,57
train_images/1167.jpg,39
train_images/48.jpg,2
train_images/1071.jpg,36
